source,translation
"Channel to charge in the target direction. You will crash into enemies on your path, stopping your charge and dealing damage to enemies in an area, and extra damage to the enemies you collided with. While charging, your Shield is raised and you will Block all incoming Blockable hits.",チャネリングし対象方向に突撃する。進路上の敵に突進した後、突撃を止め、範囲内の敵にダメージを与える。衝突した敵には追加のダメージを与える。突撃中は、盾を掲げ、前方から来るブロック可能なヒットをブロックする。
"Performs a warcry, granting increased damage and mana regeneration to the user and nearby allies if there are nearby enemies. The damage increase is proportional to the number of surrounding enemies. Shares a cooldown with other Warcry skills.",ウォークライを行い、近くに敵がいた場合に使用者と近くの味方にダメージ増加とマナ自動回復を付与する。ダメージ増加は包囲している敵の数に比例する。他のウォークライスキルとクールダウンを共有する。
"Jump into the air, damaging and Knocking Back enemies with your mace where you land. Enemies you would land on are
pushed out of the way.","空中に飛び上がり、着地点にいる敵にメイスでダメージを与えノックバックさせる。
着地点にいる敵は押し出される。"
"Jump into the air, damaging and Knocking Back back enemies with your weapon where you land. Enemies you would land on are pushed out of the way.",空中に飛び上がり、着地点にいる敵に武器でダメージを与えノックバックさせる。着地点にいる敵は押し出される。
"Shapeshift into a burning monstrosity and leap through the air to crash down upon the earth, Slamming twice and creating Molten Fissures. Consumes Rage to create additional Molten Fissures.",燃え盛る化け物にシェープシフトし、上空に飛び上がり、大地に着地し、二回スラムを行い、マグマの亀裂を生成する。憤怒を消費し、追加のマグマの亀裂を生成する。
Performs two fast strikes with a melee weapon.,近接武器を使って素早い強打を2回行う。
"DNT-UNUSED Performs two fast strikes with a melee weapon, each of which summons a double of you for a duration to continuously attack monsters in this fashion.",近接武器を使って素早い強打を2回行う。強打はそれぞれ使用者の分身を召喚し、分身は持続時間中、同じく2回強打を行い敵を攻撃し続ける。
"DNT-UNUSED Each attack with this skill will choose an element at random, and will only be able to deal damage of that element. If the attack hits an enemy, it will also deal damage in an area around them, with the radius being larger if that enemy is suffering from an ailment of the chosen element. It will avoid choosing the same element twice in a row.",攻撃のたびに元素が一種ランダムに選ばれ、その元素ダメージしか与えることができない。攻撃が敵にヒットすると、その敵の周囲に範囲ダメージを与える。攻撃がヒットした敵が選択された元素の状態異常を負っていればその範囲は拡大する。同じ元素が二度連続で選ばれることはない。
"Attacks with both weapons, dealing the damage of both in one strike. Dual wield only. Does not work with wands.",両方の武器で攻撃し、両武器のダメージを強力な一撃として与える。二刀流でのみ使用可能で、ワンドでは使用できない。
"Dive through enemies, dealing weapon damage. Only works with daggers, claws and one handed swords. Cannot be supported by Multistrike.",敵に向かって飛び込み、武器ダメージを与える。使用するには短剣、鉤爪または片手剣を装備する必要がある。マルチストライクでサポートすることができない。
Performs an attack that gives the character a frenzy charge if it hits. Frenzy charges increase your attack speed.,敵にヒットすると使用者にフレンジーチャージを付与するアタックを行う。フレンジーチャージはアタックスピードを増加させる。
"Fires an arrow which deals chaos damage in an area on impact, and spreads caustic ground. Enemies standing on the caustic ground take chaos damage over time.",着弾時に周囲に混沌ダメージを与え、腐食領域を作る矢を放つ。腐食領域上の敵は混沌継続ダメージを受ける。
"Fires a slow-moving serpentine arrow which deals chaos damage while piercing enemies, and leaves a trail of caustic ground. Enemies standing on the caustic ground take chaos damage over time.",蛇のような低速の矢が敵を貫通しながら混沌ダメージを与える。腐食領域の軌跡が残り、領域上の敵は混沌継続ダメージを受ける。
A dagger skill that deals a critical strike and additional damage to an enemy if the attack is made from behind the enemy. Has high mana cost and cooldown.,敵の背後から攻撃すると、クリティカルストライクとなり、追加ダメージを与える短剣スキル。マナコストが高く、クールダウンが長い。
"Cause a Corpse to violently explode, damaging surrounding enemies.",死体を爆発させ、周囲の敵にダメージを与える。
"Explodes an unused corpse, dealing fire damage to nearby enemies. Nearby corpses will also explode in a chain reaction. The explosions are not affected by modifiers to spell damage.",未使用の死体を爆発させ、周囲の敵に火ダメージを与える。近くの死体も連鎖して爆発する。爆発のダメージはスペルダメージのモッドに影響されない。
Teleport to an enemy and Strike them. Consumes Power Charges to perform additional teleporting Strikes on nearby enemies.,敵の元へテレポートしストライクを行う。パワーチャージを消費し、追加のテレポートとストライクを周囲の敵に行う。
"Repeatedly teleports to enemies and hits them, inflicting a wound but dealing no damage. After the repeating finishes, each enemy is hit by the total damage of their wounds, which are removed.",繰り返し敵へテレポートし、ダメージを与えないが傷を付与するヒットを行う。テレポートが終了した際、敵は受けている傷の合計のダメージを受け、その傷は取り除かれる。
"Adds a buff that deals Physical Damage over time, while increasing Attack Speed and Life Leech. Killing an enemy while this buff is active refreshes the buff duration, and can grant a Frenzy Charge.",アタックスピードとライフリーチを増加させながら物理継続ダメージを与えるバフを追加する。バフがアクティブな間に敵を倒すとバフの持続時間が更新され、フレンジーチャージが付与されることがある。
Fires multiple arrows at different targets.,異なる対象に複数の矢を放つ。
"Creates a sudden burst of cold in a targeted area, damaging enemies. This also creates an expanding area which is filled with chilled ground, and deals cold damage over time to enemies. Enemies that die while in the area have a chance to grant Frenzy Charges. The cooldown can be bypassed by expending a Frenzy Charge.",対象箇所へ急激に冷気を発生させ、敵にダメージを与える。冷気領域の範囲は拡大し、敵に冷気継続ダメージを与える。このエリア内で死亡した敵は、フレンジーチャージを付与する場合がある。フレンジーチャージを消費すれば、クールダウンを回避できる。
"Creates a sudden burst of cold around you, damaging enemies. This also creates a chilling area around you which expands and deals cold damage over time to surrounding enemies in addition to chilling them. Enemies that die while in the area grant Frenzy Charges, and you will passively gain Frenzy Charges while there are enemies in the area.",使用者の周囲へ急激に冷気を発生させ、敵にダメージを与える。また、使用者の周りにも冷気のエリアを作る。この範囲は広がり、周囲の敵を冷却すると同時に冷気ダメージを与える。このエリア内で死亡した敵はフレンジーチャージを付与する。エリア内に敵がいる間、使用者はフレンジーチャージを得る。
"Conjure a wave of ice in all directions, Knocking Back enemies based on how close they are to you. Casting Ice Nova targeting near a Frostbolt Projectile will cause it to originate from the Frostbolt instead of you. Consumes a Cold Infusion if possible to leave a patch of Chilled Ground.",全方向に氷の波動を呼び出し、敵との距離に応じて敵をノックバックさせる。フロストボルトの投射物の近くでアイスノヴァをキャストすると、プレイヤーの代わりにフロストボルトからノヴァが放たれる。もし可能なら、コールドインフュージョンを消費し、まだら状の冷却領域を残す。
"Launch a fiery Projectile towards a target. The Projectile explodes on impact, damaging foes in a small area.",火の玉の投射物を敵に向かって放つ。投射物は衝突すると爆発し、狭い範囲の敵にダメージを与える。
Launches a series of fireballs in a spiral around the caster.,使用者の周囲に螺旋状の火の玉を立て続けに打ち出す。
"While active, taking Lightning damage builds up charge on you. Reaching full charge expends all charge to Trigger this skill, creating a Chaining lightning bolt that arcs to nearby enemies.",アクティブ中、雷ダメージを受けるとプレイヤーにチャージを貯める。チャージがフルになると、全てのチャージを使用し、このスキルをトリガーし、近くの敵にアーク電流を放つ連鎖する稲妻を放つ。
An arc of Lightning stretches from the caster to a targeted enemy and Chains on to other nearby enemies. Shocked enemies Hit release damaging pulses.,使用者から対象となる敵に向かって雷が弧を描いて伸び、近くの敵に連鎖する。ヒットを受けた感電状態の敵はパルスを放つ。
"A shocking arc of lightning stretches from the caster to a targeted enemy and chains to other nearby enemies. Each time the beam chains it will also chain simultaneously to a second enemy, but no enemy can be hit twice by the beams. Also grants a buff making you lucky when damaging enemies with Arc for a short duration.",稲妻の放電が対象の敵に使用者から放出され、周囲の他の敵に連鎖する。放電は一度に2体の敵に同時に連鎖するが、敵は一度の放電で2回ヒットを受けることはない。また、アークで敵にダメージを与えた際に、短時間幸運をもたらすバフも付与する。
Consume a Corpse or Power Charge to create a short-lived Zombie. Zombies created from Power Charges are Empowered and also create two additional non-empowered Zombies.,死体またはパワーチャージを消費し、短命のゾンビを生成する。パワーチャージによって生成されたゾンビは強化され、強化されてないバージョンのゾンビを追加で2体生成する。
Engulfs you in magical fire that rapidly burns you and nearby enemies. Your spell damage is substantially increased while under this effect. The effect ends when you have 1 life remaining.,使用者を魔法の炎で包み込み、使用者と近くの敵を燃やす。この効果が続く間、スペルダメージが大幅に増加する。使用者のライフが1になったとき、効果は終了する。
