source,translation
Tacati's Soul Core of Affliction,タカティの病苦のソウルコア
Cholotl's Soul Core of War,チョロトルの戦のソウルコア
Citaqualotl's Soul Core of Foulness,シタクアロトルの不快のソウルコア
Xipocado's Soul Core of Dominion,ジポカドの支配のソウルコア
Jiquani's Soul Core of Automation,ジクアニの自動化のソウルコア
Jiquani's Soul Core of Malediction,ジクアニの呪詛のソウルコア
Jiquani's Soul Core of Targeting,ジクアニの照準のソウルコア
Jiquani's Soul Core of Rallying,ジクアニの決起のソウルコア
Jiquani's Soul Core of Radiance,ジクアニの光輝のソウルコア
Jiquani's Soul Core of Severing,ジクアニの切断のソウルコア
Jiquani's Soul Core of Rippling,ジクアニの波動のソウルコア
Jiquani's Soul Core of Quaking,ジクアニの震動のソウルコア
Jiquani's Soul Core of Munitions,ジクアニの弾薬のソウルコア
Jiquani's Soul Core of Snares,ジクアニの罠のソウルコア
Jiquani's Soul Core of Abundance,ジクアニの豊富さのソウルコア
Jiquani's Soul Core of Squalls,ジクアニの突風のソウルコア
Jiquani's Soul Core of Thundering,ジクアニの雷鳴のソウルコア
Atziri's Soul Core of Devotion,アッツィリの献身のソウルコア
Atziri's Soul Core of Vitality,アッツィリの活力のソウルコア
Atziri's Soul Core of Alacrity,アッツィリの俊敏のソウルコア
Atziri's Soul Core of Inoculation,アッツィリの接種のソウルコア
Soul Core of Vizoma,ヴィゾマのソウルコア
Soul Core of Tacati,タカティのソウルコア
Soul Core of Opiloti,オピロティのソウルコア
Soul Core of Jiquani,ジクアニのソウルコア
Soul Core of Zalatl,ザラトルのソウルコア
Soul Core of Citaqualotl,シアクラトルのソウルコア
Soul Core of Puhuarte,プフアーテのソウルコア
Soul Core of Tzamoto,ザモトのソウルコア
Soul Core of Xopec,ゾペックのソウルコア
Soul Core of Azcapa,アズカパのソウルコア
Soul Core of Topotante,トポタンテのソウルコア
Soul Core of Quipolatl,クイポラトルのソウルコア
Soul Core of Ticaba,ティカバのソウルコア
Soul Core of Atmohua,アトモフアのソウルコア
Soul Core of Cholotl,チョロトルのソウルコア
Soul Core of Zantipi,ザンティーピのソウルコア
Snake Idol,ヘビのアイドル
Primate Idol,サルのアイドル
Owl Idol,フクロウのアイドル
Cat Idol,ネコのアイドル
Wolf Idol,オオカミのアイドル
Stag Idol,シカのアイドル
Boar Idol,イノシシのアイドル
Bear Idol,クマのアイドル
Ox Idol,ウシのアイドル
Rabbit Idol,ウサギのアイドル
Fox Idol,キツネのアイドル
Amanamu's Gaze,アマナムの凝視
Tecrod's Gaze,テクロッドの凝視
Kurgal's Gaze,クルガルの凝視
Ulaman's Gaze,ウラマンの凝視
Guatelitzi's Thesis,グアテリッツィの命題
Citaqualotl's Thesis,シタクアロトルの命題
Jiquani's Thesis,ジクアニの命題
Quipolatl's Thesis,キポラトルの命題
Emergent Vigour,発現する活力
Emergent Possibility,発現する可能性
Emergent Protection,発現する加護
Emergent Instinct,発現する本能
Carved Cunning,刻印された狡猾さ
Carved Majesty,刻印された威厳
Carved Mischief,刻印された悪戯
Carved Tenacity,刻印された不屈
Raven-Touched Shard,レイヴンタッチシャード
Waystone (Tier 1),ウェイストーン (ティア1)
Waystone (Tier 2),ウェイストーン (ティア2)
Waystone (Tier 3),ウェイストーン (ティア3)
Waystone (Tier 4),ウェイストーン (ティア4)
Waystone (Tier 5),ウェイストーン (ティア5)
Waystone (Tier 6),ウェイストーン (ティア6)
Waystone (Tier 7),ウェイストーン (ティア7)
Waystone (Tier 8),ウェイストーン (ティア8)
Waystone (Tier 9),ウェイストーン (ティア9)
Waystone (Tier 10),ウェイストーン (ティア10)
Waystone (Tier 11),ウェイストーン (ティア11)
Waystone (Tier 12),ウェイストーン (ティア12)
Waystone (Tier 13),ウェイストーン (ティア13)
Waystone (Tier 14),ウェイストーン (ティア14)
Waystone (Tier 15),ウェイストーン (ティア15)
Waystone (Tier 16),ウェイストーン (ティア16)
Sacrifice at Midnight,正子の生贄
Sacrifice at Dawn,黎明の生贄
Sacrifice at Noon,午刻の生贄
Sacrifice at Dusk,黄昏の生贄
Mortal Rage,定命の者の怒り
Mortal Hope,定命の者の望み
Mortal Ignorance,定命の者の無知
Mortal Grief,定命の者の苦悩
Eber's Key,エベルの鍵
Yriel's Key,ユリエルの鍵
Inya's Key,イーニャの鍵
Volkuur's Key,ヴォルカーの鍵
Fragment of the Phoenix,フェニックスフラグメント
Fragment of the Minotaur,ミノタウロスフラグメント
Fragment of the Chimera,キメラフラグメント
Fragment of the Hydra,ヒドラフラグメント
Divine Vessel,神の器
Sacrifice Set,生贄セット
Mortal Set,定命セット
Pale Court Set,ペールコートセット
Key to the Crucible,試練の鍵
Fragment of Enslavement,隷属のフラグメント
Fragment of Eradication,撲滅のフラグメント
Fragment of Constriction,抑圧のフラグメント
Fragment of Purification,浄化のフラグメント
Key to Decay,腐敗の鍵
Fragment of Terror,恐怖のフラグメント
Fragment of Emptiness,空虚のフラグメント
Fragment of Shape,具現のフラグメント
Fragment of Knowledge,知識のフラグメント
Maddening Object,狂気の中心
Al-Hezmin's Crest,アルヘズミンの紋章
Baran's Crest,バランの紋章
Drox's Crest,ドロクスの紋章
Veritania's Crest,ヴェリタニアの紋章
Crest of the Elderslayers,エルダースレイヤーの紋章
Breachstone,ブリーチストーン
Xoph's Breachstone,ゾフのブリーチストーン
Tul's Breachstone,トゥルのブリーチストーン
Esh's Breachstone,エッシュのブリーチストーン
Uul-Netol's Breachstone,ウール・ネトルのブリーチストーン
Chayula's Breachstone,チャユラのブリーチストーン
Xoph's Charged Breachstone,ゾフの充填ブリーチストーン
Tul's Charged Breachstone,トゥルの充填ブリーチストーン
Esh's Charged Breachstone,エシュの充填ブリーチストーン
Uul-Netol's Charged Breachstone,ウール・ネトルの充填ブリーチストーン
Chayula's Charged Breachstone,チャユラの充填ブリーチストーン
Xoph's Enriched Breachstone,ゾフの強化ブリーチストーン
Tul's Enriched Breachstone,トゥルの強化ブリーチストーン
Esh's Enriched Breachstone,エシュの強化ブリーチストーン
Uul-Netol's Enriched Breachstone,ウール・ネトルの強化ブリーチストーン
Chayula's Enriched Breachstone,チャユラの強化ブリーチストーン
Xoph's Pure Breachstone,ゾフの純化ブリーチストーン
Tul's Pure Breachstone,トゥルの純化ブリーチストーン
Esh's Pure Breachstone,エシュの純化ブリーチストーン
Uul-Netol's Pure Breachstone,ウール・ネトルの純化ブリーチストーン
Chayula's Pure Breachstone,チャユラの純化ブリーチストーン
Xoph's Flawless Breachstone,ゾフの極限ブリーチストーン
Tul's Flawless Breachstone,トゥルの極限ブリーチストーン
Esh's Flawless Breachstone,エシュの極限ブリーチストーン
Uul-Netol's Flawless Breachstone,ウール・ネトルの極限ブリーチストーン
Chayula's Flawless Breachstone,チャユラの極限ブリーチストーン
Timeless Karui Emblem,カルイのタイムレスエンブレム
Timeless Maraketh Emblem,マラケスのタイムレスエンブレム
Timeless Eternal Emblem,永遠の帝国のタイムレスエンブレム
Timeless Templar Emblem,テンプラーのタイムレスエンブレム
Timeless Vaal Emblem,ヴァールのタイムレスエンブレム
Unrelenting Timeless Karui Emblem,カルイの悠久のタイムレスエンブレム
Unrelenting Timeless Maraketh Emblem,マラケスの悠久のタイムレスエンブレム
Unrelenting Timeless Eternal Emblem,エターナルの悠久のタイムレスエンブレム
Unrelenting Timeless Templar Emblem,テンプラーの悠久のタイムレスエンブレム
Unrelenting Timeless Vaal Emblem,ヴァールの悠久のタイムレスエンブレム
Simulacrum,シミュラクラム
Offering to the Goddess,女神への供物
Tribute to the Goddess,女神への賛辞
Gift to the Goddess,女神への贈与
Dedication to the Goddess,女神への献身
An Audience with the King,王への謁見
Ancient Reliquary Key,古代の聖廟の鍵
Timeworn Reliquary Key,古びた聖廟の鍵
Vaal Reliquary Key,ヴァールの聖廟の鍵
Forgotten Reliquary Key,忘れ去られた聖廟の鍵
Visceral Reliquary Key,内臓の聖廟の鍵
Shiny Reliquary Key,輝く聖廟の鍵
Archive Reliquary Key,記録の聖廟の鍵
Oubliette Reliquary Key,牢獄の聖廟の鍵
Cosmic Reliquary Key,宇宙の聖廟の鍵
Decaying Reliquary Key,腐敗の聖廟の鍵
Voidborn Reliquary Key,ヴォイドボーンの聖廟の鍵
Twilight Reliquary Key,黄昏の聖廟の鍵
Xesht's Reliquary Key,ゼシュトの聖廟の鍵
The Trialmaster's Reliquary Key,トライアルマスターの聖廟の鍵
Ritualistic Reliquary Key,リチュアルの聖廟の鍵
Tangmazu's Reliquary Key,タングマズーの聖廟の鍵
Olroth's Reliquary Key,オルロスの聖廟の鍵
The Arbiter's Reliquary Key,アービターの聖廟の鍵
Zarokh's Reliquary Key,ザロクの聖廟の鍵
Zarokh's Reliquary Key: Against the Darkness,ザロクの聖廟の鍵：闇との対立
Zarokh's Reliquary Key: Sandstorm Visage,ザロクの聖廟の鍵：砂嵐の容貌
Zarokh's Reliquary Key: Blessed Bonds,ザロクの聖廟の鍵：祝福されし絆
Zarokh's Reliquary Key: Sekhema's Resolve,ザロクの聖廟の鍵：セケマの決意
Zarokh's Reliquary Key: Temporalis,ザロクの聖廟の鍵：テンポラリス
Azmeri Reliquary Key,アズメリの聖廟の鍵
Blood-filled Vessel,血の満ちた器
Mystery Leaguestone,ミステリーリーグストーン
Whispering Incubator,囁きのインキュベーター
Fine Incubator,上質なインキュベーター
Singular Incubator,希少なインキュベーター
Cartographer's Incubator,地図職人のインキュベーター
Otherworldly Incubator,異世界のインキュベーター
Abyssal Incubator,アビスのインキュベーター
Fragmented Incubator,フラグメント化したインキュベーター
Skittering Incubator,這い回るインキュベーター
Infused Incubator,強化されたインキュベーター
Fossilised Incubator,フォッシルのインキュベーター
Kalguuran Incubator,カルグールのインキュベーター
Diviner's Incubator,占い師のインキュベーター
Primal Incubator,原始のインキュベーター
Enchanted Incubator,魅せられたインキュベーター
Geomancer's Incubator,風水師のインキュベーター
Ornate Incubator,絢爛たるインキュベーター
Time-Lost Incubator,失われたインキュベーター
Celestial Armoursmith's Incubator,天上の鎧鍛冶のインキュベーター
Celestial Blacksmith's Incubator,天上の鍛冶屋のインキュベーター
Celestial Jeweller's Incubator,天上の宝飾職人のインキュベーター
Eldritch Incubator,不気味なインキュベーター
Obscured Incubator,不明瞭なインキュベーター
Foreboding Incubator,凶兆のインキュベーター
Thaumaturge's Incubator,魔術師のインキュベーター
Mysterious Incubator,謎めいたインキュベーター
Gemcutter's Incubator,宝石職人のインキュベーター
Feral Incubator,野生のインキュベーター
Blighted Incubator,荒廃したインキュベーター
Morphing Incubator,変形するインキュベーター
Maddening Incubator,狂気のインキュベーター
"Captured Soul of Puruna, the Challenger",挑戦者、プルナの捕獲された魂
Captured Soul of Captain Tanner Lightfoot,タナー・ライトフット隊長の捕獲された魂
Captured Soul of Pirate Treasure,海賊の宝の捕獲された魂
Captured Soul of Maligaro the Mutilator,切断者、マリガロの捕獲された魂
Captured Soul of Hybrid Widow,ハイブリッドウィドウの捕獲された魂
Captured Soul of Queen of the Great Tangle,大きな縺れの女王の捕獲された魂
Captured Soul of a Redblade Warlord,レッドブレードの将軍の捕獲された魂
Captured Soul of The Infernal King,地獄の王の捕獲された魂
"Captured Soul of Jorus, Sky's Edge",天空の端、ジョラスの捕獲された魂
"Captured Soul of Sebbert, Crescent's Point",三日月の先端、セバートの捕獲された魂
"Captured Soul of Khor, Sister of Shadows",影の妹、コールの捕獲された魂
"Captured Soul of Captain Clayborne, The Accursed",呪われしクレーボーン船長の捕獲された魂
Captured Soul of Megaera,メガイラの捕獲された魂
"Captured Soul of Erebix, Light's Bane",光の災いエレビックスの捕獲された魂
"Captured Soul of Varhesh, Shimmering Aberration",煌めく怪物、ヴァーヘッシュの捕獲された魂
Captured Soul of Terror of the Infinite Drifts,終わりなき漂流の恐怖の捕獲された魂
"Captured Soul of Tahsin, Warmaker",戦争屋、ターシンの捕獲された魂
"Captured Soul of Drek, Apex Hunter",頂きの狩人、ドレクの捕獲された魂
