source,translation
"The ring I stole,
My finger they took,
A shrouded mind,
Cut their curses short,
As I drained their spirit
And stole their soul.
A blessing is often a curse.","盗んだ指輪、
取られた指、
覆われし心が
奴らの罵りを遮り、
俺は奴らの霊を奪い
魂を盗んだ。
祝福は往々にして呪いでもある。"
"Laughs of all the twisted
Echo through these halls of gold.
In this cold forgotten void
They wander, forever uncontrolled.","捻れた者たちの笑いが
この黄金の広間を木霊する。
この冷たき忘れられし虚空の中で
永久に縛られず、彼らは放浪する。"
"""Suppression troop two, the 'Martyrs for Science,' were able to seal
the portals before Outpost Four was overrun. Only three men survived.""",「二番鎮圧隊、『科学の殉教者』は第四研究所が蹂躙される前にポータルを閉じることに成功した。生存者は三名のみだった」
"The second trial brought most to their knees.
But not you.","第二の試練は殆どの者を跪かせた。
しかし其方は違った。"
May you never hear it toll.,それが鳴るのを聞くことがないことを祈る。
Desperate times demand desperate measures.,必死な時には必死の手を打たねばならぬ。
"""An absurdly vicious weapon in the hands of our test subjects. It seems to
channel the desperate will to live. Intriguing.""
- Researcher Olesya","「被検体の手の中では異常なほどに凶悪な武器。
必死な生への執着を伝導しているみたい。興味深いわ」
研究者オリーシャ"
"It's cold and dark where the leviathan sleeps.
Colder and darker than death.
- Old Sailor's saying","リバイアサンが眠る場所は寒くて暗い。
死よりも寒くて暗い。
―古い船乗りの格言"
"""When the hyena howls thrice
death is sure to follow.""
-Maraketh Wisdom","「ハイエナが三度吠えたならば
死も必ずやってくるだろう」
―マラケスの知恵"
"Gentle anger, raging calm.",優しき怒り、荒れ狂う静寂。
"The world is but a piece of parchment, blank and symmetric.
We label each side: one Good, one Evil; one Black, one White.
The divine truth, however, is that both are one and the same.
-Jaetai, Vaal Advisor","「この世は羊皮紙に過ぎない。空白で、対称的な。
我々はそれぞれの面に名をつける：善と悪、黒と白。
しかし神聖な真実はそれは一つにして同じであるということだ。
―ヴァールの相談役ジェータイ"
"""A rare unequivocal success, Prototype #11 causes wounds to heal so quickly
the type Delta test subject actually survived the entire testing regimen.""","「珍しく議論の余地なき成功であるプロトタイプ11号は傷を非常に高速で治癒し、
その効果はなんとデルタ型被検体が一連の試験を生きたまま完了するほどだった」"
"By its light, Lori led her young charges to safety
and bound up their wounds.
Her sword arm was iron, yet her heart gentle
and proof against hate.","その光の傍らで、ロリは保護していた子らを安全な場所へ導き
彼らの傷の手当をした。
彼女の利き腕は鉄で出来ていたが、心は優しく
憎悪に対する防壁であった。"
"""What lies beneath your feet?!""
""Sacred ground, watered with tears of blood!""","「踏みしめているものは何だ？！」
「血の涙に濡れた、聖なる地だ！」"
"When dead men rise and darkness falls
Only faith can be your walls
Walls of Light, not of brick
Twice as strong and twice as thick","死者が蘇り闇が訪れし時
其方を守れる壁は信心のみ
煉瓦ではなく、光の壁
硬さは二重、厚さも二重"
". . . and the Light faded and hope waned
Zahndethus cast aside his faith
and embraced the darkness.","「...そして光は薄れ希望は欠け
ザーンデサスは信仰を捨て
闇を受け入れた」"
"""The trick is to give nothingness,
and to receive everything in return.""
- Inquisitor Maligaro","「虚無と引き換えに
全てを貰うことがコツだ」
―異端審問官マリガロ"
"Though the Vaal revered peace, it would have
been suicide for any culture to rouse them to war.
- Icius Perandus, Scholar to the Empire.","ヴァールは平和を尊んだが、他の文化が
彼らを戦へ駆り立てることは自殺だったであろう。
―イシウス・ペランダス、帝国の学者"
"RISE, SISTER!",姉妹よ、蘇れ！
"The Treasures of the Tides wait
in agony at the End of the World.","潮流の宝は世界の終わりで
苦痛の中で待っている"
"The portrait reflected his pain,
a pain that she could never see.","肖像画は彼の苦しみを反映していた。
彼女が決して見ることのできない苦しみを。"
"""Here the soil is more deadly than any swing of the axe.""
- Oba of the Karui, Conqueror of Corruption.","「ここでは土はどんな斧の一撃よりも危険だ」
―カルイのオバ、腐敗の征服者"
It is too easy for the soul to escape from an open heart.,開いた心から魂が逃げ出すのは容易すぎる。
"""Nothing feels so smooth in the hand as Prototype #66.
Results like these may justify everything we do here.""","「プロトタイプ66号ほど手に馴染むものはない。
このような結果は我らがここで行っていることを全て正当化し得る」"
"They flew, and leapt, and clambered over,
They crawled, and swam, and slithered under.
Still its ancient secrets await unclaimed
And of this hidden temple, only legends remain.","彼らは飛び、跳ね、よじ登った。
彼らは這いずり、泳ぎ、滑り込んだ。
未だその古代の秘密を手にした者はおらず
この隠れた寺院については伝説のみが残る。"
"For this beauty,
beauty without strength,
chokes out life.","「この美、
力なき美は、
命を絞め殺してしまうから」"
"""A bit short in the arm, are you?
Then you'll be short of a head soon enough.""
- Daresso the Daring","「少し腕が足りないって？
すぐに頭も足りなくなるさ」
―大胆なるダレッソ"
"""We are the soldiers of Faith, armoured in devotion.
Let the sinners come, for we - the Pure - shall endure!""
- Voll of Thebrus, at the Battle of the Bridge","「我らは身心に身を包んだ信仰の兵士なり。
罪人共よ、来るなら来い。我ら清き者は耐えきるだろう！」
―セブラスのヴォール、橋の戦いにて"
"""Grind your words into sharp thoughts.
Grind your thoughts into the sharpest of deeds.""
- Victario, the People's Poet","「言葉を研ぎ、鋭き思考とせよ。
思考を研ぎ、最も鋭き行為とせよ」―人民の詩人、ヴィクタリオ"
God blesses those who bless themselves.,神は自らを祝福する者を祝福する。
To truly appreciate life you must be there when it ends,命の価値を真に理解するには、それが終わるところに居合わせなければならない。
"""Shavronne held Sanity in her right
hand and Revelation in her left.
Brutus chose the left hand.""
- Kadavrus, Surgeon to the Umbra","「シャヴロンは右手に正気を
左手に啓示を持っていた。
ブルータスは左手を選んだ」
―アンブラの外科医カダヴラス"
"As long as the soul is unfettered, so is the body.",魂さえ縛られなけていなければ、肉体も自由だ。
Flavourful flavour text is flavourful.,味わい深いフレーバーテキストは味わい深い。
"""Sharks thrash and swirl
To the pounding drum of their frenzied hearts
As they dance in the waters red.""
-Lavianga, Guardian of the Karui Way","「サメ達は暴れ渦巻く
荒ぶる心臓の奏でる鼓動に合わせ
赤き水の中で踊りながら。」
―カルイの道の守護者、ラヴィアンガ"
Command like a king and nothing will stand in your way.,王のように指示すれば立ちはだかるものはいなくなる。
